date,mean_Temp,mean_discharge,mean_stage
2003-03-14,NA,48316.666666666664,NA
2003-03-15,NA,-4527.291666666667,NA
2003-03-16,NA,-578.125,NA
2003-03-17,NA,4250.729166666667,NA
2003-03-18,NA,9184.479166666666,NA
2003-03-19,NA,3630.2083333333335,NA
2003-03-20,NA,10631.354166666666,NA
2003-03-21,NA,7324.583333333333,NA
2003-03-22,NA,2982.3958333333335,NA
2003-03-23,NA,1817.2395833333333,NA
2003-03-24,NA,1355.1041666666667,NA
2003-03-25,NA,-471.1666666666667,NA
2003-03-26,NA,-3484.3020833333335,NA
2003-03-27,NA,615.5208333333334,NA
2003-03-28,NA,1320,NA
2003-03-29,NA,1853.1770833333333,NA
2003-03-30,NA,9.3125,NA
2003-03-31,NA,-1330.3125,NA
2003-04-01,NA,-1870.2083333333333,NA
2003-04-02,NA,782.1354166666666,NA
2003-04-03,NA,2395.7291666666665,NA
2003-04-04,NA,561.6354166666666,NA
2003-04-05,NA,5480.208333333333,NA
2003-04-06,NA,699.375,NA
2003-04-07,NA,3512.96875,NA
2003-04-08,NA,1371.0416666666667,NA
2003-04-09,NA,-1941.5833333333333,NA
2003-04-10,NA,-5177.260416666667,NA
2003-04-11,NA,-3532.5,NA
2003-04-12,NA,-5908.541666666667,NA
2003-04-13,NA,-4537.833333333333,NA
2003-04-14,NA,54.79166666666667,NA
2003-04-15,NA,-1023.8541666666666,NA
2003-04-16,NA,5470.135416666667,NA
2003-04-17,NA,4272.53125,NA
2003-04-18,NA,9291.5625,NA
2003-04-19,NA,9524.375,NA
2003-04-20,NA,2223.125,NA
2003-04-21,NA,-2199.4791666666665,NA
2003-04-22,NA,2092.3958333333335,NA
2003-04-23,NA,-2970.9583333333335,NA
2003-04-24,NA,-3649.0104166666665,NA
2003-04-25,NA,-4148.75,NA
2003-04-26,NA,1254.2083333333333,NA
2003-04-27,NA,-2252.8645833333335,NA
2003-04-28,NA,1719.1666666666667,NA
2003-04-29,NA,5166.5,NA
2003-04-30,NA,8305.1875,NA
2003-05-01,NA,8284.770833333334,NA
2003-05-02,NA,9810.208333333334,NA
2003-05-03,NA,10033.125,NA
2003-05-04,NA,7691.979166666667,NA
