#Station Number:A02170
#Station Name:Sacramento River at Fremont Weir (West End)
#Station Type:Surface Water
#Parameter:Stage
#Output Interval (Unit of Measure):Daily Mean (FOOT)
#Output Date Range:Water Year (10/1 - 9/30)
#Start and End Date of Output Date Range:10/01/2020 - 08/18/2021
#Query Date and Time:10/19/2021 12:08:09
Date Time,Stage Daily Mean (FOOT),Quality Code
10/01/2020 00:00:00,13.526,1: Good data
10/02/2020 00:00:00,13.452,1: Good data
10/03/2020 00:00:00,13.325,1: Good data
10/04/2020 00:00:00,13.181,1: Good data
10/05/2020 00:00:00,13.111,1: Good data
10/06/2020 00:00:00,13.165,1: Good data
10/07/2020 00:00:00,13.11,1: Good data
10/08/2020 00:00:00,13.051,1: Good data
10/09/2020 00:00:00,12.929,1: Good data
10/10/2020 00:00:00,12.816,1: Good data
10/11/2020 00:00:00,12.763,1: Good data
10/12/2020 00:00:00,12.484,1: Good data
10/13/2020 00:00:00,12.362,1: Good data
10/14/2020 00:00:00,12.406,1: Good data
10/15/2020 00:00:00,12.385,1: Good data
10/16/2020 00:00:00,12.258,1: Good data
10/17/2020 00:00:00,12.129,1: Good data
10/18/2020 00:00:00,12.096,2: Good quality edited data
10/19/2020 00:00:00,11.998,1: Good data
10/20/2020 00:00:00,11.858,2: Good quality edited data
10/21/2020 00:00:00,11.786,2: Good quality edited data
10/22/2020 00:00:00,11.676,1: Good data
10/23/2020 00:00:00,11.602,1: Good data
10/24/2020 00:00:00,11.611,1: Good data
10/25/2020 00:00:00,11.694,1: Good data
10/26/2020 00:00:00,11.608,1: Good data
10/27/2020 00:00:00,11.631,1: Good data
10/28/2020 00:00:00,11.823,1: Good data
10/29/2020 00:00:00,11.884,1: Good data
10/30/2020 00:00:00,11.833,1: Good data
10/31/2020 00:00:00,11.866,1: Good data
11/01/2020 00:00:00,11.89,1: Good data
11/02/2020 00:00:00,11.81,1: Good data
11/03/2020 00:00:00,11.913,1: Good data
11/04/2020 00:00:00,12.134,1: Good data
11/05/2020 00:00:00,12.211,1: Good data
11/06/2020 00:00:00,12.183,1: Good data
11/07/2020 00:00:00,12.184,1: Good data
11/08/2020 00:00:00,12.074,1: Good data
11/09/2020 00:00:00,11.998,1: Good data
11/10/2020 00:00:00,11.995,1: Good data
11/11/2020 00:00:00,12.062,1: Good data
11/12/2020 00:00:00,12.149,1: Good data
11/13/2020 00:00:00,12.253,1: Good data
11/14/2020 00:00:00,12.374,1: Good data
11/15/2020 00:00:00,12.392,1: Good data
11/16/2020 00:00:00,12.434,1: Good data
11/17/2020 00:00:00,12.494,1: Good data
11/18/2020 00:00:00,12.77,1: Good data
11/19/2020 00:00:00,12.941,1: Good data
11/20/2020 00:00:00,12.918,1: Good data
11/21/2020 00:00:00,12.945,1: Good data
11/22/2020 00:00:00,12.89,1: Good data
11/23/2020 00:00:00,12.703,1: Good data
11/24/2020 00:00:00,12.708,1: Good data
11/25/2020 00:00:00,12.805,1: Good data
11/26/2020 00:00:00,12.8,1: Good data
11/27/2020 00:00:00,12.794,1: Good data
11/28/2020 00:00:00,12.768,1: Good data
11/29/2020 00:00:00,12.662,1: Good data
11/30/2020 00:00:00,12.519,1: Good data
12/01/2020 00:00:00,12.476,1: Good data
12/02/2020 00:00:00,12.497,1: Good data
12/03/2020 00:00:00,12.449,1: Good data
12/04/2020 00:00:00,12.384,1: Good data
12/05/2020 00:00:00,12.335,1: Good data
12/06/2020 00:00:00,12.264,1: Good data
12/07/2020 00:00:00,12.125,1: Good data
12/08/2020 00:00:00,12.11,2: Good quality edited data
12/09/2020 00:00:00,12.144,1: Good data
12/10/2020 00:00:00,12.216,1: Good data
12/11/2020 00:00:00,12.298,1: Good data
12/12/2020 00:00:00,12.16,1: Good data
12/13/2020 00:00:00,12.207,1: Good data
12/14/2020 00:00:00,12.607,1: Good data
12/15/2020 00:00:00,12.961,1: Good data
12/16/2020 00:00:00,12.981,1: Good data
12/17/2020 00:00:00,13.144,1: Good data
12/18/2020 00:00:00,13.299,1: Good data
12/19/2020 00:00:00,13.355,1: Good data
12/20/2020 00:00:00,13.335,1: Good data
12/21/2020 00:00:00,13.174,1: Good data
12/22/2020 00:00:00,13.049,1: Good data
12/23/2020 00:00:00,12.948,1: Good data
12/24/2020 00:00:00,12.782,1: Good data
12/25/2020 00:00:00,12.611,1: Good data
12/26/2020 00:00:00,12.573,1: Good data
12/27/2020 00:00:00,12.589,1: Good data
12/28/2020 00:00:00,12.785,1: Good data
12/29/2020 00:00:00,12.924,1: Good data
12/30/2020 00:00:00,12.721,1: Good data
12/31/2020 00:00:00,12.64,1: Good data
01/01/2021 00:00:00,12.511,1: Good data
01/02/2021 00:00:00,12.42,1: Good data
01/03/2021 00:00:00,12.349,1: Good data
01/04/2021 00:00:00,12.327,1: Good data
01/05/2021 00:00:00,12.506,1: Good data
01/06/2021 00:00:00,12.71,1: Good data
01/07/2021 00:00:00,13.364,1: Good data
01/08/2021 00:00:00,13.413,1: Good data
01/09/2021 00:00:00,13.178,1: Good data
01/10/2021 00:00:00,12.965,1: Good data
01/11/2021 00:00:00,12.929,1: Good data
01/12/2021 00:00:00,12.888,1: Good data
01/13/2021 00:00:00,12.97,1: Good data
01/14/2021 00:00:00,12.781,1: Good data
01/15/2021 00:00:00,12.521,1: Good data
01/16/2021 00:00:00,12.783,1: Good data
01/17/2021 00:00:00,12.786,1: Good data
01/18/2021 00:00:00,12.719,2: Good quality edited data
01/19/2021 00:00:00,12.537,1: Good data
01/20/2021 00:00:00,12.406,1: Good data
01/21/2021 00:00:00,12.371,1: Good data
01/22/2021 00:00:00,12.313,1: Good data
01/23/2021 00:00:00,12.25,1: Good data
01/24/2021 00:00:00,12.261,1: Good data
01/25/2021 00:00:00,12.357,1: Good data
01/26/2021 00:00:00,12.348,1: Good data
01/27/2021 00:00:00,12.761,1: Good data
01/28/2021 00:00:00,13.434,1: Good data
01/29/2021 00:00:00,14.738,1: Good data
01/30/2021 00:00:00,16.987,1: Good data
01/31/2021 00:00:00,17.489,1: Good data
02/01/2021 00:00:00,16.219,1: Good data
02/02/2021 00:00:00,15.101,1: Good data
02/03/2021 00:00:00,14.844,1: Good data
02/04/2021 00:00:00,15.975,1: Good data
02/05/2021 00:00:00,16.83,1: Good data
02/06/2021 00:00:00,15.823,1: Good data
02/07/2021 00:00:00,14.821,1: Good data
02/08/2021 00:00:00,14.269,1: Good data
02/09/2021 00:00:00,14.105,1: Good data
02/10/2021 00:00:00,14.079,1: Good data
02/11/2021 00:00:00,14.023,1: Good data
02/12/2021 00:00:00,14.037,1: Good data
02/13/2021 00:00:00,14.15,1: Good data
02/14/2021 00:00:00,15.021,1: Good data
02/15/2021 00:00:00,15.624,1: Good data
02/16/2021 00:00:00,15.596,1: Good data
02/17/2021 00:00:00,15.447,1: Good data
02/18/2021 00:00:00,15.48,1: Good data
02/19/2021 00:00:00,15.023,1: Good data
02/20/2021 00:00:00,14.427,1: Good data
02/21/2021 00:00:00,14.011,1: Good data
02/22/2021 00:00:00,13.82,1: Good data
02/23/2021 00:00:00,13.614,1: Good data
02/24/2021 00:00:00,13.38,1: Good data
02/25/2021 00:00:00,13.213,2: Good quality edited data
02/26/2021 00:00:00,13.057,2: Good quality edited data
02/27/2021 00:00:00,12.854,2: Good quality edited data
02/28/2021 00:00:00,12.631,2: Good quality edited data
03/01/2021 00:00:00,12.426,2: Good quality edited data
03/02/2021 00:00:00,12.339,2: Good quality edited data
03/03/2021 00:00:00,12.125,2: Good quality edited data
03/04/2021 00:00:00,11.97,2: Good quality edited data
03/05/2021 00:00:00,11.871,2: Good quality edited data
03/06/2021 00:00:00,12.062,2: Good quality edited data
03/07/2021 00:00:00,12.23,2: Good quality edited data
03/08/2021 00:00:00,12.278,2: Good quality edited data
03/09/2021 00:00:00,12.249,2: Good quality edited data
03/10/2021 00:00:00,12.175,2: Good quality edited data
03/11/2021 00:00:00,12.238,2: Good quality edited data
03/12/2021 00:00:00,12.578,2: Good quality edited data
03/13/2021 00:00:00,12.765,2: Good quality edited data
03/14/2021 00:00:00,12.568,2: Good quality edited data
03/15/2021 00:00:00,12.422,2: Good quality edited data
03/16/2021 00:00:00,12.514,2: Good quality edited data
03/17/2021 00:00:00,13.594,2: Good quality edited data
03/18/2021 00:00:00,14.273,2: Good quality edited data
03/19/2021 00:00:00,13.795,2: Good quality edited data
03/20/2021 00:00:00,13.927,2: Good quality edited data
03/21/2021 00:00:00,14.947,2: Good quality edited data
03/22/2021 00:00:00,14.951,2: Good quality edited data
03/23/2021 00:00:00,14.342,2: Good quality edited data
03/24/2021 00:00:00,13.768,2: Good quality edited data
03/25/2021 00:00:00,13.407,2: Good quality edited data
03/26/2021 00:00:00,13.073,2: Good quality edited data
03/27/2021 00:00:00,12.803,2: Good quality edited data
03/28/2021 00:00:00,12.68,2: Good quality edited data
03/29/2021 00:00:00,12.519,2: Good quality edited data
03/30/2021 00:00:00,12.424,2: Good quality edited data
03/31/2021 00:00:00,12.302,2: Good quality edited data
04/01/2021 00:00:00,12.194,2: Good quality edited data
04/02/2021 00:00:00,12.135,2: Good quality edited data
04/03/2021 00:00:00,12.155,2: Good quality edited data
04/04/2021 00:00:00,12.087,2: Good quality edited data
04/05/2021 00:00:00,12.3,2: Good quality edited data
04/06/2021 00:00:00,12.555,2: Good quality edited data
04/07/2021 00:00:00,12.597,2: Good quality edited data
04/08/2021 00:00:00,12.525,2: Good quality edited data
04/09/2021 00:00:00,12.425,2: Good quality edited data
04/10/2021 00:00:00,12.45,1: Good data
04/11/2021 00:00:00,12.559,1: Good data
04/12/2021 00:00:00,12.54,1: Good data
04/13/2021 00:00:00,12.443,1: Good data
04/14/2021 00:00:00,12.297,1: Good data
04/15/2021 00:00:00,12.177,1: Good data
04/16/2021 00:00:00,11.929,1: Good data
04/17/2021 00:00:00,11.845,1: Good data
04/18/2021 00:00:00,11.512,2: Good quality edited data
04/19/2021 00:00:00,11.285,1: Good data
04/20/2021 00:00:00, ,151: Data Missing
04/21/2021 00:00:00,11.259,1: Good data
04/22/2021 00:00:00, ,151: Data Missing
04/23/2021 00:00:00, ,255: No data exists
04/24/2021 00:00:00, ,255: No data exists
04/25/2021 00:00:00, ,151: Data Missing
04/26/2021 00:00:00,11.244,1: Good data
04/27/2021 00:00:00,11.293,1: Good data
04/28/2021 00:00:00,11.441,1: Good data
04/29/2021 00:00:00, ,151: Data Missing
04/30/2021 00:00:00, ,255: No data exists
05/01/2021 00:00:00, ,255: No data exists
05/02/2021 00:00:00, ,255: No data exists
05/03/2021 00:00:00, ,255: No data exists
05/04/2021 00:00:00, ,255: No data exists
05/05/2021 00:00:00, ,255: No data exists
05/06/2021 00:00:00, ,255: No data exists
05/07/2021 00:00:00, ,255: No data exists
05/08/2021 00:00:00, ,255: No data exists
05/09/2021 00:00:00,11.688,1: Good data
05/10/2021 00:00:00,12.178,1: Good data
05/11/2021 00:00:00,12.189,1: Good data
05/12/2021 00:00:00,12.176,1: Good data
05/13/2021 00:00:00,12.232,1: Good data
05/14/2021 00:00:00,12.382,1: Good data
05/15/2021 00:00:00,12.306,1: Good data
05/16/2021 00:00:00,12.203,1: Good data
05/17/2021 00:00:00,12.311,1: Good data
05/18/2021 00:00:00,12.405,1: Good data
05/19/2021 00:00:00,12.458,1: Good data
05/20/2021 00:00:00,12.599,1: Good data
05/21/2021 00:00:00,12.588,1: Good data
05/22/2021 00:00:00,12.589,1: Good data
05/23/2021 00:00:00,12.748,1: Good data
05/24/2021 00:00:00,12.804,1: Good data
05/25/2021 00:00:00,12.667,1: Good data
05/26/2021 00:00:00,12.54,1: Good data
05/27/2021 00:00:00,12.406,1: Good data
05/28/2021 00:00:00,12.115,1: Good data
05/29/2021 00:00:00,11.673,1: Good data
05/30/2021 00:00:00,11.312,1: Good data
05/31/2021 00:00:00, ,151: Data Missing
06/01/2021 00:00:00, ,255: No data exists
06/02/2021 00:00:00, ,255: No data exists
06/03/2021 00:00:00, ,255: No data exists
06/04/2021 00:00:00, ,255: No data exists
06/05/2021 00:00:00, ,255: No data exists
06/06/2021 00:00:00, ,255: No data exists
06/07/2021 00:00:00, ,255: No data exists
06/08/2021 00:00:00, ,255: No data exists
06/09/2021 00:00:00, ,255: No data exists
06/10/2021 00:00:00, ,255: No data exists
06/11/2021 00:00:00, ,255: No data exists
06/12/2021 00:00:00, ,255: No data exists
06/13/2021 00:00:00, ,255: No data exists
06/14/2021 00:00:00, ,255: No data exists
06/15/2021 00:00:00, ,255: No data exists
06/16/2021 00:00:00, ,255: No data exists
06/17/2021 00:00:00, ,255: No data exists
06/18/2021 00:00:00, ,255: No data exists
06/19/2021 00:00:00, ,255: No data exists
06/20/2021 00:00:00, ,255: No data exists
06/21/2021 00:00:00, ,255: No data exists
06/22/2021 00:00:00,11.257,1: Good data
06/23/2021 00:00:00,11.27,1: Good data
06/24/2021 00:00:00,11.267,1: Good data
06/25/2021 00:00:00,11.343,1: Good data
06/26/2021 00:00:00, ,151: Data Missing
06/27/2021 00:00:00, ,255: No data exists
06/28/2021 00:00:00, ,255: No data exists
06/29/2021 00:00:00, ,255: No data exists
06/30/2021 00:00:00,11.366,1: Good data
07/01/2021 00:00:00,11.453,1: Good data
07/02/2021 00:00:00,11.391,1: Good data
07/03/2021 00:00:00,11.354,1: Good data
07/04/2021 00:00:00,11.538,1: Good data
07/05/2021 00:00:00,11.713,1: Good data
07/06/2021 00:00:00,11.852,1: Good data
07/07/2021 00:00:00,12.157,1: Good data
07/08/2021 00:00:00,12.286,1: Good data
07/09/2021 00:00:00,12.347,1: Good data
07/10/2021 00:00:00,12.336,1: Good data
07/11/2021 00:00:00,12.324,1: Good data
07/12/2021 00:00:00,12.28,1: Good data
07/13/2021 00:00:00,12.253,1: Good data
07/14/2021 00:00:00,12.263,1: Good data
07/15/2021 00:00:00,12.245,1: Good data
07/16/2021 00:00:00,12.248,1: Good data
07/17/2021 00:00:00,12.265,1: Good data
07/18/2021 00:00:00,12.369,2: Good quality edited data
07/19/2021 00:00:00,12.454,1: Good data
07/20/2021 00:00:00,12.433,1: Good data
07/21/2021 00:00:00,12.462,1: Good data
07/22/2021 00:00:00,12.515,1: Good data
07/23/2021 00:00:00,12.488,1: Good data
07/24/2021 00:00:00,12.389,1: Good data
07/25/2021 00:00:00,12.424,1: Good data
07/26/2021 00:00:00,12.428,1: Good data
07/27/2021 00:00:00,12.421,1: Good data
07/28/2021 00:00:00,12.434,1: Good data
07/29/2021 00:00:00,12.438,1: Good data
07/30/2021 00:00:00,12.437,2: Good quality edited data
07/31/2021 00:00:00,12.406,1: Good data
08/01/2021 00:00:00,12.332,2: Good quality edited data
08/02/2021 00:00:00,12.33,1: Good data
08/03/2021 00:00:00,12.269,1: Good data
08/04/2021 00:00:00,12.338,1: Good data
08/05/2021 00:00:00,12.436,1: Good data
08/06/2021 00:00:00,12.458,1: Good data
08/07/2021 00:00:00,12.423,1: Good data
08/08/2021 00:00:00,12.427,1: Good data
08/09/2021 00:00:00,12.44,1: Good data
08/10/2021 00:00:00,12.442,1: Good data
08/11/2021 00:00:00,12.446,1: Good data
08/12/2021 00:00:00,12.464,1: Good data
08/13/2021 00:00:00,12.433,1: Good data
08/14/2021 00:00:00,12.431,1: Good data
08/15/2021 00:00:00,12.581,1: Good data
08/16/2021 00:00:00,12.838,1: Good data
