#Station Number:A02170
#Station Name:Sacramento River at Fremont Weir (West End)
#Station Type:Surface Water
#Parameter:Stage
#Output Interval (Unit of Measure):Daily Mean (FOOT)
#Output Date Range:Period of record
#Start and End Date of Output Date Range:10/01/1982 - 08/18/2021
#Query Date and Time:10/27/2021 22:33:24
Date Time,Stage Daily Mean (FOOT),Quality Code
10/01/1982 00:00:00,19.398,1: Good data
10/02/1982 00:00:00,19.093,1: Good data
10/03/1982 00:00:00,18.911,1: Good data
10/04/1982 00:00:00,18.736,1: Good data
10/05/1982 00:00:00,18.379,1: Good data
10/06/1982 00:00:00,18.359,1: Good data
10/07/1982 00:00:00,18.301,1: Good data
10/08/1982 00:00:00,18.247,1: Good data
10/09/1982 00:00:00,18.253,1: Good data
10/10/1982 00:00:00,18.491,1: Good data
10/11/1982 00:00:00,18.485,1: Good data
10/12/1982 00:00:00,18.176,1: Good data
10/13/1982 00:00:00,17.791,1: Good data
10/14/1982 00:00:00,17.414,1: Good data
10/15/1982 00:00:00,17.004,1: Good data
10/16/1982 00:00:00,16.645,1: Good data
10/17/1982 00:00:00,16.434,1: Good data
10/18/1982 00:00:00,16.384,1: Good data
10/19/1982 00:00:00,16.541,1: Good data
10/20/1982 00:00:00,16.642,1: Good data
10/21/1982 00:00:00,16.615,1: Good data
10/22/1982 00:00:00,16.689,1: Good data
10/23/1982 00:00:00,16.913,1: Good data
10/24/1982 00:00:00,17.131,1: Good data
10/25/1982 00:00:00,17.392,1: Good data
10/26/1982 00:00:00,17.944,1: Good data
10/27/1982 00:00:00,19.246,1: Good data
10/28/1982 00:00:00,20.122,1: Good data
10/29/1982 00:00:00,19.178,1: Good data
10/30/1982 00:00:00,18.645,1: Good data
10/31/1982 00:00:00,19.897,1: Good data
11/01/1982 00:00:00,20.991,1: Good data
11/02/1982 00:00:00,20.544,1: Good data
11/03/1982 00:00:00,19.691,1: Good data
11/04/1982 00:00:00,18.947,1: Good data
11/05/1982 00:00:00,18.829,1: Good data
11/06/1982 00:00:00,18.907,1: Good data
11/07/1982 00:00:00,18.806,1: Good data
11/08/1982 00:00:00,18.673,1: Good data
11/09/1982 00:00:00,18.546,1: Good data
11/10/1982 00:00:00,18.455,1: Good data
11/11/1982 00:00:00,18.538,1: Good data
11/12/1982 00:00:00,18.458,1: Good data
11/13/1982 00:00:00,18.352,1: Good data
11/14/1982 00:00:00,18.282,1: Good data
11/15/1982 00:00:00,18.152,1: Good data
11/16/1982 00:00:00,18.026,1: Good data
11/17/1982 00:00:00,18.077,1: Good data
11/18/1982 00:00:00,18.624,1: Good data
11/19/1982 00:00:00,23.107,1: Good data
11/20/1982 00:00:00,28.269,1: Good data
11/21/1982 00:00:00,28.534,1: Good data
11/22/1982 00:00:00,27.397,1: Good data
11/23/1982 00:00:00,26.826,1: Good data
11/24/1982 00:00:00,26.965,1: Good data
11/25/1982 00:00:00,27.1,1: Good data
11/26/1982 00:00:00,26.292,1: Good data
11/27/1982 00:00:00,25.642,1: Good data
11/28/1982 00:00:00,25.253,1: Good data
11/29/1982 00:00:00,25.923,1: Good data
11/30/1982 00:00:00,29.597,1: Good data
12/01/1982 00:00:00,32.725,1: Good data
12/02/1982 00:00:00,33.791,1: Good data
12/03/1982 00:00:00,33.464,1: Good data
12/04/1982 00:00:00,32.733,1: Good data
12/05/1982 00:00:00,31.663,1: Good data
12/06/1982 00:00:00,30.535,1: Good data
12/07/1982 00:00:00,29.45,1: Good data
12/08/1982 00:00:00,28.5,1: Good data
12/09/1982 00:00:00,27.519,1: Good data
12/10/1982 00:00:00,26.094,1: Good data
12/11/1982 00:00:00,24.432,1: Good data
12/12/1982 00:00:00,23.155,1: Good data
12/13/1982 00:00:00,22.377,1: Good data
12/14/1982 00:00:00,22.056,1: Good data
12/15/1982 00:00:00,21.876,1: Good data
12/16/1982 00:00:00,21.69,1: Good data
12/17/1982 00:00:00,24.402,1: Good data
12/18/1982 00:00:00,27.029,1: Good data
12/19/1982 00:00:00,28.53,1: Good data
12/20/1982 00:00:00,28.938,1: Good data
12/21/1982 00:00:00,29.94,1: Good data
12/22/1982 00:00:00,33.896,1: Good data
12/23/1982 00:00:00,35.956,1: Good data
12/24/1982 00:00:00,36.372,1: Good data
12/25/1982 00:00:00,36.349,1: Good data
12/26/1982 00:00:00,36.12,1: Good data
12/27/1982 00:00:00,35.738,1: Good data
12/28/1982 00:00:00,35.436,1: Good data
12/29/1982 00:00:00,34.968,1: Good data
12/30/1982 00:00:00,34.227,1: Good data
12/31/1982 00:00:00,32.892,1: Good data
01/01/1983 00:00:00,30.64,1: Good data
01/02/1983 00:00:00,28.373,1: Good data
01/03/1983 00:00:00,26.686,1: Good data
01/04/1983 00:00:00,25.727,1: Good data
01/05/1983 00:00:00,25.064,1: Good data
01/06/1983 00:00:00,24.509,1: Good data
01/07/1983 00:00:00,23.898,1: Good data
01/08/1983 00:00:00,23.296,1: Good data
01/09/1983 00:00:00,22.684,1: Good data
01/10/1983 00:00:00,22.099,1: Good data
01/11/1983 00:00:00,21.72,1: Good data
01/12/1983 00:00:00,21.46,1: Good data
01/13/1983 00:00:00,21.212,1: Good data
01/14/1983 00:00:00,20.976,1: Good data
01/15/1983 00:00:00,20.7,1: Good data
01/16/1983 00:00:00,20.413,1: Good data
01/17/1983 00:00:00,23.728,1: Good data
01/18/1983 00:00:00,27.118,1: Good data
01/19/1983 00:00:00,28.552,1: Good data
01/20/1983 00:00:00,28.997,1: Good data
01/21/1983 00:00:00,26.306,1: Good data
01/22/1983 00:00:00,25.198,1: Good data
01/23/1983 00:00:00,27.516,1: Good data
01/24/1983 00:00:00,31.383,1: Good data
01/25/1983 00:00:00,34.26,1: Good data
01/26/1983 00:00:00,35.392,1: Good data
01/27/1983 00:00:00,36.078,1: Good data
01/28/1983 00:00:00,36.63,1: Good data
01/29/1983 00:00:00,37.288,1: Good data
01/30/1983 00:00:00,37.401,1: Good data
01/31/1983 00:00:00,37.088,1: Good data
02/01/1983 00:00:00,36.682,1: Good data
02/02/1983 00:00:00,36.456,1: Good data
02/03/1983 00:00:00,36.237,1: Good data
02/04/1983 00:00:00,36.035,1: Good data
02/05/1983 00:00:00,35.834,1: Good data
02/06/1983 00:00:00,35.55,1: Good data
02/07/1983 00:00:00,35.525,1: Good data
02/08/1983 00:00:00,35.985,1: Good data
02/09/1983 00:00:00,36.471,1: Good data
02/10/1983 00:00:00,36.516,1: Good data
02/11/1983 00:00:00,36.38,1: Good data
02/12/1983 00:00:00,36.32,1: Good data
02/13/1983 00:00:00,36.618,1: Good data
02/14/1983 00:00:00,36.763,1: Good data
02/15/1983 00:00:00,36.685,1: Good data
02/16/1983 00:00:00,36.553,1: Good data
02/17/1983 00:00:00,36.388,1: Good data
02/18/1983 00:00:00,36.206,1: Good data
02/19/1983 00:00:00,36.121,1: Good data
02/20/1983 00:00:00,36.027,1: Good data
02/21/1983 00:00:00,35.933,1: Good data
02/22/1983 00:00:00,35.88,1: Good data
02/23/1983 00:00:00,35.817,1: Good data
02/24/1983 00:00:00,35.73,1: Good data
02/25/1983 00:00:00,35.57,1: Good data
02/26/1983 00:00:00,35.637,1: Good data
02/27/1983 00:00:00,35.852,1: Good data
02/28/1983 00:00:00,36.212,1: Good data
03/01/1983 00:00:00,36.731,1: Good data
03/02/1983 00:00:00,37.626,1: Good data
03/03/1983 00:00:00,38.616,1: Good data
03/04/1983 00:00:00,38.964,1: Good data
03/05/1983 00:00:00,38.708,1: Good data
03/06/1983 00:00:00,38.161,1: Good data
03/07/1983 00:00:00,37.741,1: Good data
03/08/1983 00:00:00,37.496,1: Good data
03/09/1983 00:00:00,37.309,1: Good data
03/10/1983 00:00:00,37.151,1: Good data
03/11/1983 00:00:00,36.985,1: Good data
03/12/1983 00:00:00,36.831,1: Good data
03/13/1983 00:00:00,37.14,1: Good data
03/14/1983 00:00:00,37.874,1: Good data
03/15/1983 00:00:00,38,1: Good data
03/16/1983 00:00:00,37.811,1: Good data
03/17/1983 00:00:00,37.634,1: Good data
03/18/1983 00:00:00,37.482,1: Good data
03/19/1983 00:00:00,37.065,1: Good data
03/20/1983 00:00:00,36.672,1: Good data
03/21/1983 00:00:00,36.41,1: Good data
03/22/1983 00:00:00,36.242,1: Good data
03/23/1983 00:00:00,36.294,1: Good data
03/24/1983 00:00:00,36.393,1: Good data
03/25/1983 00:00:00,36.456,1: Good data
03/26/1983 00:00:00,36.384,1: Good data
03/27/1983 00:00:00,36.233,1: Good data
03/28/1983 00:00:00,36.131,1: Good data
03/29/1983 00:00:00,36.08,1: Good data
03/30/1983 00:00:00,35.956,1: Good data
03/31/1983 00:00:00,35.864,1: Good data
04/01/1983 00:00:00,35.907,1: Good data
04/02/1983 00:00:00,35.963,1: Good data
04/03/1983 00:00:00,35.968,1: Good data
04/04/1983 00:00:00,35.868,1: Good data
04/05/1983 00:00:00,35.75,1: Good data
04/06/1983 00:00:00,35.609,1: Good data
04/07/1983 00:00:00,35.356,1: Good data
04/08/1983 00:00:00,34.983,1: Good data
04/09/1983 00:00:00,34.568,1: Good data
04/10/1983 00:00:00,34.213,1: Good data
04/11/1983 00:00:00,33.854,1: Good data
04/12/1983 00:00:00,33.449,1: Good data
04/13/1983 00:00:00,32.648,1: Good data
04/14/1983 00:00:00,31.452,1: Good data
04/15/1983 00:00:00,30.132,1: Good data
04/16/1983 00:00:00,29.024,1: Good data
04/17/1983 00:00:00,28.23,1: Good data
04/18/1983 00:00:00,27.694,1: Good data
04/19/1983 00:00:00,27.398,1: Good data
04/20/1983 00:00:00,27.303,1: Good data
04/21/1983 00:00:00,27.406,1: Good data
04/22/1983 00:00:00,27.523,1: Good data
04/23/1983 00:00:00,27.457,1: Good data
04/24/1983 00:00:00,27.623,1: Good data
04/25/1983 00:00:00,28.606,1: Good data
04/26/1983 00:00:00,30.012,1: Good data
04/27/1983 00:00:00,30.086,1: Good data
04/28/1983 00:00:00,29.764,1: Good data
04/29/1983 00:00:00,31.516,1: Good data
04/30/1983 00:00:00,33.54,1: Good data
05/01/1983 00:00:00,34.248,1: Good data
05/02/1983 00:00:00,34.374,1: Good data
05/03/1983 00:00:00,34.333,1: Good data
05/04/1983 00:00:00,34.285,1: Good data
05/05/1983 00:00:00,34.249,1: Good data
05/06/1983 00:00:00,34.333,1: Good data
05/07/1983 00:00:00,34.441,1: Good data
05/08/1983 00:00:00,34.304,1: Good data
05/09/1983 00:00:00,34.286,1: Good data
05/10/1983 00:00:00,34.269,1: Good data
05/11/1983 00:00:00,34.23,1: Good data
05/12/1983 00:00:00,34.186,1: Good data
05/13/1983 00:00:00,34.151,1: Good data
05/14/1983 00:00:00,34.142,1: Good data
05/15/1983 00:00:00,34.051,1: Good data
05/16/1983 00:00:00,33.745,1: Good data
05/17/1983 00:00:00,32.771,1: Good data
05/18/1983 00:00:00,30.571,1: Good data
05/19/1983 00:00:00,28.353,1: Good data
05/20/1983 00:00:00,27.594,1: Good data
05/21/1983 00:00:00,27.432,1: Good data
05/22/1983 00:00:00,27.319,1: Good data
05/23/1983 00:00:00,27.405,1: Good data
05/24/1983 00:00:00,27.487,1: Good data
05/25/1983 00:00:00,27.38,1: Good data
05/26/1983 00:00:00,27.308,1: Good data
05/27/1983 00:00:00,27.628,1: Good data
05/28/1983 00:00:00,28.064,1: Good data
05/29/1983 00:00:00,28.52,1: Good data
05/30/1983 00:00:00,28.734,1: Good data
05/31/1983 00:00:00,28.897,1: Good data
06/01/1983 00:00:00,29.08,1: Good data
06/02/1983 00:00:00,29.306,1: Good data
06/03/1983 00:00:00,29.569,1: Good data
06/04/1983 00:00:00,29.95,1: Good data
06/05/1983 00:00:00,30.048,1: Good data
06/06/1983 00:00:00,30.084,1: Good data
06/07/1983 00:00:00,29.966,1: Good data
06/08/1983 00:00:00,29.763,1: Good data
06/09/1983 00:00:00,29.659,1: Good data
06/10/1983 00:00:00,29.511,1: Good data
06/11/1983 00:00:00,29.38,1: Good data
06/12/1983 00:00:00,29.395,1: Good data
06/13/1983 00:00:00,29.252,1: Good data
06/14/1983 00:00:00,28.518,1: Good data
06/15/1983 00:00:00,27.932,1: Good data
06/16/1983 00:00:00,27.512,1: Good data
06/17/1983 00:00:00,27.25,1: Good data
06/18/1983 00:00:00,27.059,1: Good data
06/19/1983 00:00:00,26.864,1: Good data
06/20/1983 00:00:00,26.694,1: Good data
06/21/1983 00:00:00,26.38,1: Good data
06/22/1983 00:00:00,25.803,1: Good data
06/23/1983 00:00:00,25.169,1: Good data
06/24/1983 00:00:00,24.625,1: Good data
06/25/1983 00:00:00,24.382,1: Good data
06/26/1983 00:00:00,24.221,1: Good data
06/27/1983 00:00:00,24.076,1: Good data
06/28/1983 00:00:00,24.008,1: Good data
06/29/1983 00:00:00,23.965,1: Good data
06/30/1983 00:00:00,23.865,1: Good data
07/01/1983 00:00:00,23.726,1: Good data
07/02/1983 00:00:00,23.602,1: Good data
07/03/1983 00:00:00,23.563,1: Good data
07/04/1983 00:00:00,23.639,1: Good data
07/05/1983 00:00:00,23.627,1: Good data
07/06/1983 00:00:00,23.551,1: Good data
07/07/1983 00:00:00,23.443,1: Good data
07/08/1983 00:00:00,23.342,1: Good data
07/09/1983 00:00:00,23.157,1: Good data
07/10/1983 00:00:00,22.924,1: Good data
07/11/1983 00:00:00,22.682,1: Good data
07/12/1983 00:00:00,22.475,1: Good data
07/13/1983 00:00:00,22.299,1: Good data
07/14/1983 00:00:00,22.182,1: Good data
07/15/1983 00:00:00,22.086,1: Good data
07/16/1983 00:00:00,21.927,1: Good data
07/17/1983 00:00:00,21.707,1: Good data
07/18/1983 00:00:00,21.48,1: Good data
07/19/1983 00:00:00,21.278,1: Good data
07/20/1983 00:00:00,21.139,1: Good data
07/21/1983 00:00:00,21.001,1: Good data
07/22/1983 00:00:00,20.871,1: Good data
07/23/1983 00:00:00,20.769,1: Good data
07/24/1983 00:00:00,20.715,1: Good data
07/25/1983 00:00:00,20.7,1: Good data
07/26/1983 00:00:00,20.699,1: Good data
07/27/1983 00:00:00,20.66,1: Good data
07/28/1983 00:00:00,20.662,1: Good data
07/29/1983 00:00:00,20.653,1: Good data
07/30/1983 00:00:00,20.617,1: Good data
07/31/1983 00:00:00,20.573,1: Good data
08/01/1983 00:00:00,20.525,1: Good data
08/02/1983 00:00:00,20.49,1: Good data
08/03/1983 00:00:00,20.457,1: Good data
08/04/1983 00:00:00,20.416,1: Good data
08/05/1983 00:00:00,20.384,1: Good data
08/06/1983 00:00:00,20.36,1: Good data
08/07/1983 00:00:00,20.366,1: Good data
08/08/1983 00:00:00,20.37,1: Good data
08/09/1983 00:00:00,20.389,1: Good data
08/10/1983 00:00:00,20.399,1: Good data
08/11/1983 00:00:00,20.356,1: Good data
08/12/1983 00:00:00,20.286,1: Good data
08/13/1983 00:00:00,20.242,1: Good data
08/14/1983 00:00:00,20.2,1: Good data
08/15/1983 00:00:00,20.207,1: Good data
08/16/1983 00:00:00,20.24,1: Good data
08/17/1983 00:00:00,20.284,1: Good data
08/18/1983 00:00:00,20.275,1: Good data
08/19/1983 00:00:00,20.24,1: Good data
08/20/1983 00:00:00,20.24,1: Good data
08/21/1983 00:00:00,20.247,1: Good data
08/22/1983 00:00:00,20.285,1: Good data
08/23/1983 00:00:00,20.307,1: Good data
08/24/1983 00:00:00,20.354,1: Good data
08/25/1983 00:00:00,20.403,1: Good data
08/26/1983 00:00:00,20.531,1: Good data
08/27/1983 00:00:00,20.729,1: Good data
08/28/1983 00:00:00,20.888,1: Good data
08/29/1983 00:00:00,21.023,1: Good data
08/30/1983 00:00:00,21.087,1: Good data
08/31/1983 00:00:00,21.115,1: Good data
09/01/1983 00:00:00,21.125,1: Good data
09/02/1983 00:00:00,21.12,1: Good data
09/03/1983 00:00:00,21.138,1: Good data
09/04/1983 00:00:00,21.217,1: Good data
09/05/1983 00:00:00,21.325,1: Good data
09/06/1983 00:00:00,21.429,1: Good data
09/07/1983 00:00:00,21.525,1: Good data
09/08/1983 00:00:00,21.563,1: Good data
09/09/1983 00:00:00,21.402,1: Good data
09/10/1983 00:00:00,21.074,1: Good data
09/11/1983 00:00:00,20.71,1: Good data
09/12/1983 00:00:00,20.322,1: Good data
09/13/1983 00:00:00,19.892,1: Good data
09/14/1983 00:00:00,19.586,1: Good data
09/15/1983 00:00:00,19.435,1: Good data
09/16/1983 00:00:00,19.375,1: Good data
09/17/1983 00:00:00,19.381,1: Good data
09/18/1983 00:00:00,19.402,1: Good data
09/19/1983 00:00:00,19.452,1: Good data
09/20/1983 00:00:00,19.78,1: Good data
09/21/1983 00:00:00,19.699,1: Good data
09/22/1983 00:00:00,19.63,1: Good data
09/23/1983 00:00:00,19.593,1: Good data
09/24/1983 00:00:00,19.525,1: Good data
09/25/1983 00:00:00,19.718,1: Good data
09/26/1983 00:00:00,20.543,1: Good data
09/27/1983 00:00:00,20.671,1: Good data
09/28/1983 00:00:00,20.578,1: Good data
09/29/1983 00:00:00,20.502,1: Good data
09/30/1983 00:00:00,20.643,1: Good data
10/01/1983 00:00:00,20.952,1: Good data
10/02/1983 00:00:00,21.119,1: Good data
10/03/1983 00:00:00,21.235,1: Good data
10/04/1983 00:00:00,21.252,1: Good data
10/05/1983 00:00:00,21.21,1: Good data
10/06/1983 00:00:00,21.161,1: Good data
10/07/1983 00:00:00,21.125,1: Good data
10/08/1983 00:00:00,21.096,1: Good data
10/09/1983 00:00:00,21.107,1: Good data
10/10/1983 00:00:00,21.164,1: Good data
10/11/1983 00:00:00,21.183,1: Good data
10/12/1983 00:00:00,21.14,1: Good data
10/13/1983 00:00:00,21.03,1: Good data
10/14/1983 00:00:00,20.909,1: Good data
10/15/1983 00:00:00,20.715,1: Good data
10/16/1983 00:00:00,20.483,1: Good data
10/17/1983 00:00:00,20.132,1: Good data
10/18/1983 00:00:00,19.653,1: Good data
10/19/1983 00:00:00,19.207,1: Good data
10/20/1983 00:00:00,18.966,1: Good data
10/21/1983 00:00:00,18.793,1: Good data
10/22/1983 00:00:00,18.649,1: Good data
10/23/1983 00:00:00,18.527,1: Good data
10/24/1983 00:00:00,18.409,1: Good data
10/25/1983 00:00:00,18.293,1: Good data
10/26/1983 00:00:00,18.195,1: Good data
10/27/1983 00:00:00,18.113,1: Good data
10/28/1983 00:00:00,18.023,1: Good data
10/29/1983 00:00:00,17.953,1: Good data
10/30/1983 00:00:00,17.915,1: Good data
10/31/1983 00:00:00,17.889,1: Good data
11/01/1983 00:00:00, ,151: Data Missing
11/02/1983 00:00:00, ,255: No data exists
11/03/1983 00:00:00, ,255: No data exists
11/04/1983 00:00:00,17.863,1: Good data
11/05/1983 00:00:00,17.847,1: Good data
11/06/1983 00:00:00,17.823,1: Good data
11/07/1983 00:00:00,17.841,1: Good data
11/08/1983 00:00:00,17.879,1: Good data
11/09/1983 00:00:00,17.906,1: Good data
11/10/1983 00:00:00,18.587,1: Good data
11/11/1983 00:00:00,20.998,1: Good data
11/12/1983 00:00:00,26.592,1: Good data
11/13/1983 00:00:00,27.579,1: Good data
11/14/1983 00:00:00,27.683,1: Good data
11/15/1983 00:00:00,28.015,1: Good data
11/16/1983 00:00:00,27.889,1: Good data
11/17/1983 00:00:00,28.453,1: Good data
11/18/1983 00:00:00,32.135,1: Good data
11/19/1983 00:00:00,33.804,1: Good data
11/20/1983 00:00:00,34.305,1: Good data
11/21/1983 00:00:00,34.573,1: Good data
11/22/1983 00:00:00,34.568,1: Good data
11/23/1983 00:00:00,34.043,1: Good data
11/24/1983 00:00:00,33.629,1: Good data
11/25/1983 00:00:00,34.663,1: Good data
11/26/1983 00:00:00,35.364,1: Good data
11/27/1983 00:00:00,35.428,1: Good data
11/28/1983 00:00:00,35.228,1: Good data
11/29/1983 00:00:00, ,151: Data Missing
11/30/1983 00:00:00,34.534,1: Good data
12/01/1983 00:00:00,33.92,1: Good data
12/02/1983 00:00:00,33.09,1: Good data
12/03/1983 00:00:00,32.268,1: Good data
12/04/1983 00:00:00,32.543,1: Good data
12/05/1983 00:00:00,33.511,1: Good data
12/06/1983 00:00:00,33.949,1: Good data
12/07/1983 00:00:00,34.031,1: Good data
12/08/1983 00:00:00,34.026,1: Good data
12/09/1983 00:00:00,34.113,1: Good data
12/10/1983 00:00:00,34.565,1: Good data
12/11/1983 00:00:00,35.335,1: Good data
12/12/1983 00:00:00,36.213,1: Good data
12/13/1983 00:00:00,36.526,1: Good data
12/14/1983 00:00:00,36.615,1: Good data
12/15/1983 00:00:00,36.351,1: Good data
12/16/1983 00:00:00,36.097,1: Good data
12/17/1983 00:00:00,35.874,1: Good data
12/18/1983 00:00:00,35.65,1: Good data
12/19/1983 00:00:00,35.462,1: Good data
12/20/1983 00:00:00,35.28,1: Good data
12/21/1983 00:00:00,35.109,1: Good data
12/22/1983 00:00:00,34.982,1: Good data
12/23/1983 00:00:00,34.895,1: Good data
12/24/1983 00:00:00,35.112,1: Good data
12/25/1983 00:00:00,36.125,1: Good data
12/26/1983 00:00:00,37.308,1: Good data
12/27/1983 00:00:00,38.297,1: Good data
12/28/1983 00:00:00,38.556,1: Good data
12/29/1983 00:00:00,38.232,1: Good data
12/30/1983 00:00:00,37.742,1: Good data
12/31/1983 00:00:00,37.446,1: Good data
01/01/1984 00:00:00,37.09,1: Good data
01/02/1984 00:00:00,36.518,1: Good data
01/03/1984 00:00:00,35.983,1: Good data
01/04/1984 00:00:00,35.544,1: Good data
01/05/1984 00:00:00,35.225,1: Good data
01/06/1984 00:00:00,34.964,1: Good data
01/07/1984 00:00:00,34.691,1: Good data
01/08/1984 00:00:00,34.39,1: Good data
01/09/1984 00:00:00,34.149,1: Good data
01/10/1984 00:00:00,33.857,1: Good data
01/11/1984 00:00:00,33.54,1: Good data
01/12/1984 00:00:00,33.153,1: Good data
01/13/1984 00:00:00, ,151: Data Missing
01/14/1984 00:00:00,32.426,1: Good data
01/15/1984 00:00:00,32.004,1: Good data
01/16/1984 00:00:00,31.615,1: Good data
01/17/1984 00:00:00,31.252,1: Good data
01/18/1984 00:00:00,31.001,1: Good data
01/19/1984 00:00:00,30.524,1: Good data
01/20/1984 00:00:00,29.691,1: Good data
01/21/1984 00:00:00,28.672,1: Good data
01/22/1984 00:00:00,27.932,1: Good data
01/23/1984 00:00:00,27.437,1: Good data
01/24/1984 00:00:00,27.206,1: Good data
01/25/1984 00:00:00,26.945,1: Good data
01/26/1984 00:00:00,26.624,1: Good data
01/27/1984 00:00:00,26.217,1: Good data
01/28/1984 00:00:00,25.756,1: Good data
01/29/1984 00:00:00,25.342,1: Good data
01/30/1984 00:00:00,24.997,1: Good data
01/31/1984 00:00:00,24.616,1: Good data
02/01/1984 00:00:00,24.198,1: Good data
02/02/1984 00:00:00,23.773,1: Good data
02/03/1984 00:00:00,23.411,1: Good data
02/04/1984 00:00:00,23.04,1: Good data
02/05/1984 00:00:00,22.524,1: Good data
02/06/1984 00:00:00,21.916,1: Good data
02/07/1984 00:00:00,21.385,1: Good data
02/08/1984 00:00:00,20.958,1: Good data
02/09/1984 00:00:00,20.617,1: Good data
02/10/1984 00:00:00,20.35,1: Good data
02/11/1984 00:00:00,20.166,1: Good data
02/12/1984 00:00:00,20.092,1: Good data
02/13/1984 00:00:00,20.056,1: Good data
02/14/1984 00:00:00, ,151: Data Missing
02/15/1984 00:00:00, ,255: No data exists
02/16/1984 00:00:00, ,255: No data exists
02/17/1984 00:00:00, ,255: No data exists
02/18/1984 00:00:00, ,255: No data exists
02/19/1984 00:00:00,26.275,1: Good data
02/20/1984 00:00:00,25.639,1: Good data
02/21/1984 00:00:00,24.942,1: Good data
02/22/1984 00:00:00, ,151: Data Missing
02/23/1984 00:00:00,24.593,1: Good data
02/24/1984 00:00:00,24.57,1: Good data
02/25/1984 00:00:00,24.322,1: Good data
02/26/1984 00:00:00,24.016,1: Good data
02/27/1984 00:00:00,23.763,1: Good data
02/28/1984 00:00:00,23.513,1: Good data
02/29/1984 00:00:00,23.247,1: Good data
03/01/1984 00:00:00,22.953,1: Good data
03/02/1984 00:00:00,22.633,1: Good data
03/03/1984 00:00:00,22.388,1: Good data
03/04/1984 00:00:00,22.318,1: Good data
03/05/1984 00:00:00,22.207,1: Good data
03/06/1984 00:00:00, ,151: Data Missing
03/07/1984 00:00:00, ,255: No data exists
03/08/1984 00:00:00, ,255: No data exists
03/09/1984 00:00:00, ,255: No data exists
03/10/1984 00:00:00, ,255: No data exists
03/11/1984 00:00:00, ,255: No data exists
03/12/1984 00:00:00, ,255: No data exists
03/13/1984 00:00:00, ,255: No data exists
03/14/1984 00:00:00, ,255: No data exists
03/15/1984 00:00:00, ,255: No data exists
03/16/1984 00:00:00, ,255: No data exists
03/17/1984 00:00:00, ,255: No data exists
03/18/1984 00:00:00, ,255: No data exists
03/19/1984 00:00:00, ,255: No data exists
03/20/1984 00:00:00, ,255: No data exists
03/21/1984 00:00:00, ,255: No data exists
03/22/1984 00:00:00, ,255: No data exists
03/23/1984 00:00:00, ,255: No data exists
03/24/1984 00:00:00, ,255: No data exists
03/25/1984 00:00:00, ,255: No data exists
03/26/1984 00:00:00, ,255: No data exists
03/27/1984 00:00:00, ,255: No data exists
03/28/1984 00:00:00, ,255: No data exists
03/29/1984 00:00:00, ,255: No data exists
03/30/1984 00:00:00, ,255: No data exists
03/31/1984 00:00:00, ,255: No data exists
04/01/1984 00:00:00, ,255: No data exists
04/02/1984 00:00:00, ,255: No data exists
04/03/1984 00:00:00, ,255: No data exists
04/04/1984 00:00:00, ,255: No data exists
04/05/1984 00:00:00, ,255: No data exists
04/06/1984 00:00:00, ,255: No data exists
04/07/1984 00:00:00, ,255: No data exists
04/08/1984 00:00:00, ,255: No data exists
04/09/1984 00:00:00, ,255: No data exists
